
@relation house-prices

@attribute num_quartos numeric
@attribute tamanho numeric
@attribute idade numeric
@attribute preco numeric

@data
3, 151, 25, 450096
4, 101, 26, 393520
1, 283, 5, 282201
1, 266, 7, 267270
2, 96, 0, 192968
2, 157, 17, 307634
1, 63, 4, 58621
1, 200, 2, 208732
1, 100, 0, 94505
5, 280, 26, 1383919
2, 176, 0, 350108
3, 251, 8, 756789
5, 219, 26, 1080063
2, 180, 20, 346491
5, 243, 8, 1204398
3, 244, 19, 719397
2, 169, 5, 337010
5, 98, 1, 480437
4, 87, 29, 334054
5, 193, 0, 958736
4, 111, 30, 429769
4, 237, 1, 953042
2, 288, 13, 573640
2, 299, 9, 594298
3, 126, 15, 367524
5, 261, 6, 1293328
2, 105, 14, 203427
2, 161, 7, 324541
4, 108, 23, 430040
2, 102, 24, 190714
4, 237, 1, 940792
5, 59, 8, 287696
5, 229, 16, 1135252
2, 297, 8, 586249
5, 63, 0, 315928
3, 249, 29, 737750
2, 290, 14, 569615
1, 259, 2, 256123
4, 162, 6, 652287
2, 255, 0, 506708
2, 234, 16, 453482
1, 227, 7, 227830
1, 176, 3, 178484
3, 79, 10, 227069
4, 179, 1, 710707
5, 220, 2, 1096478
2, 53, 21, 98505
2, 190, 22, 365039
5, 104, 8, 525625
4, 226, 19, 894208
4, 261, 26, 1034246
1, 218, 0, 216966
3, 256, 16, 751580
5, 67, 18, 324963
5, 277, 5, 1391143
4, 217, 13, 854250
4, 91, 8, 355496
5, 88, 9, 441793
3, 291, 20, 854734
3, 136, 2, 402038
1, 241, 24, 234518
4, 289, 10, 1146536
5, 294, 16, 1456731
2, 143, 19, 268526
1, 77, 25, 70971
5, 70, 20, 331340
4, 86, 0, 339245
1, 237, 26, 217242
4, 274, 28, 1073943
4, 144, 10, 577589
5, 293, 4, 1463969
2, 291, 13, 569777
2, 160, 8, 320437
4, 213, 22, 839590
4, 220, 19, 872825
3, 275, 19, 809854
4, 300, 25, 1194927
3, 236, 2, 714553
4, 56, 17, 218215
1, 129, 25, 111013
2, 258, 12, 500260
3, 94, 0, 279102
2, 110, 23, 211951
3, 189, 27, 543962
1, 62, 26, 46719
2, 73, 25, 136287
2, 89, 6, 176012
1, 167, 15, 165599
4, 254, 4, 1019758
5, 185, 7, 922274
2, 285, 13, 568429
3, 90, 5, 263350
4, 265, 14, 1049228
3, 266, 19, 798453
4, 57, 18, 212949
2, 292, 4, 589631
4, 106, 8, 417969
1, 264, 7, 253799
2, 54, 19, 97714
4, 125, 15, 494417
2, 131, 17, 257107
1, 182, 4, 180863
3, 111, 13, 321419
1, 160, 29, 141530
2, 96, 1, 184834
5, 152, 6, 754142
3, 236, 6, 701254
1, 116, 3, 117089
3, 122, 4, 362032
5, 118, 3, 583608
1, 294, 16, 295593
2, 208, 20, 403123
2, 73, 2, 141706
2, 158, 14, 303929
2, 207, 9, 416023
2, 189, 6, 374905
2, 182, 11, 363996
2, 205, 20, 397108
2, 284, 7, 572838
4, 126, 27, 492386
4, 221, 25, 874330
3, 78, 21, 226257
2, 206, 17, 408194
2, 237, 29, 455596
2, 97, 27, 183756
5, 250, 12, 1237435
2, 180, 23, 351947
3, 210, 22, 617808
2, 66, 27, 113756
1, 194, 8, 180177
1, 167, 26, 147111
5, 208, 8, 1028157
4, 212, 12, 834907
1, 114, 15, 99040
2, 213, 1, 425700
1, 232, 2, 238023
1, 261, 25, 247633
3, 82, 20, 239164
4, 275, 16, 1094525
3, 89, 21, 263631
3, 80, 25, 227147
3, 91, 20, 265054
5, 189, 26, 926920
4, 234, 21, 928877
1, 296, 11, 285904
2, 219, 13, 435036
5, 56, 11, 267804
2, 107, 27, 204720
3, 206, 17, 610128
5, 156, 19, 777285
4, 173, 10, 677024
1, 180, 5, 180694
4, 235, 1, 938591
1, 125, 11, 118589
5, 66, 19, 326857
4, 167, 29, 650218
5, 55, 17, 274406
4, 128, 22, 498948
1, 245, 28, 239261
4, 219, 11, 862895
5, 248, 30, 1219934
3, 214, 1, 640524
3, 79, 16, 226881
5, 256, 26, 1269802
1, 170, 18, 167894
3, 256, 1, 760806
2, 254, 22, 489568
4, 188, 16, 745647
3, 141, 15, 410808
3, 65, 6, 198816
4, 169, 27, 662760
5, 228, 30, 1122921
4, 188, 16, 737485
4, 53, 29, 196396
3, 292, 1, 882687
3, 61, 5, 176040
2, 248, 23, 478555
4, 241, 14, 962840
1, 199, 2, 191186
1, 167, 30, 149985
4, 238, 1, 955663
4, 73, 21, 272823
3, 142, 7, 421001
2, 250, 27, 489670
1, 51, 16, 46639
4, 110, 16, 424928
2, 223, 27, 422694
2, 186, 11, 363001
2, 259, 7, 521951
1, 146, 24, 141501
3, 222, 30, 652350
5, 186, 3, 937624
4, 134, 11, 524047
1, 64, 15, 60507
5, 195, 14, 968235
3, 293, 17, 874012
5, 138, 8, 692525
2, 171, 5, 332174
5, 193, 10, 963233
2, 147, 9, 287343
2, 112, 27, 219745
5, 191, 26, 948254
5, 217, 15, 1077273
5, 75, 1, 377653
5, 93, 3, 471870
1, 136, 6, 130470
5, 266, 7, 1326449
4, 245, 23, 977566
4, 219, 6, 880987
3, 112, 22, 329818
1, 55, 26, 45008
1, 71, 3, 71813
4, 58, 13, 227725
5, 135, 9, 664437
3, 170, 6, 512425
2, 221, 6, 443444
4, 236, 26, 924873
1, 116, 18, 113742
5, 145, 29, 716098
2, 237, 5, 475978
3, 236, 3, 703766
1, 98, 12, 88876
5, 147, 3, 725456
4, 219, 25, 858265
4, 124, 14, 497130
5, 166, 27, 825470
2, 213, 29, 419378
2, 195, 20, 377358
4, 204, 29, 798344
2, 210, 13, 417551
5, 241, 19, 1197704
4, 145, 4, 578772
1, 259, 1, 251406
4, 198, 21, 784920
4, 85, 0, 342234
3, 190, 27, 565497
5, 124, 3, 620879
3, 285, 6, 860119
4, 203, 20, 797743
2, 110, 19, 220278
4, 98, 12, 389266
1, 56, 20, 36629
3, 293, 30, 859387
3, 152, 1, 460090
2, 226, 8, 443348
2, 150, 19, 282680
2, 258, 0, 524057
2, 240, 7, 483526
4, 95, 14, 373276
3, 237, 3, 716047
4, 274, 19, 1089311
5, 81, 10, 401225
5, 246, 18, 1214320
2, 228, 16, 453432
5, 177, 7, 873417
5, 143, 19, 701810
5, 289, 22, 1436212
4, 181, 25, 713629
2, 221, 14, 433599
5, 253, 3, 1270421
3, 89, 18, 267284
2, 72, 14, 136180
2, 258, 23, 495247
3, 266, 28, 780156
4, 64, 24, 245200
5, 134, 11, 670718
2, 98, 13, 193054
1, 221, 12, 216238
1, 213, 22, 198605
3, 181, 12, 541976
2, 126, 24, 237463
5, 152, 24, 741255
1, 107, 11, 100403
4, 215, 13, 859878
3, 197, 2, 582402
3, 72, 11, 207336
4, 215, 18, 847228
3, 97, 24, 270062
5, 136, 11, 683933
3, 94, 11, 283276
5, 204, 7, 1020129
2, 280, 25, 539282
5, 83, 9, 419006
5, 88, 11, 443019
5, 150, 28, 744137
4, 93, 11, 365652
1, 69, 26, 46016
4, 113, 10, 454446
4, 119, 9, 468898
5, 66, 29, 309380
4, 238, 13, 937047
3, 165, 26, 483289
4, 70, 6, 269969
3, 267, 5, 798951
3, 157, 3, 472547
3, 263, 12, 780691
5, 98, 6, 489073
5, 218, 12, 1092889
4, 61, 21, 229856
2, 90, 30, 164371
4, 232, 25, 917021
1, 283, 26, 279264
5, 69, 4, 336690
4, 224, 7, 889330
3, 61, 6, 185486
2, 258, 20, 501047
3, 60, 8, 180623
2, 79, 28, 134391
2, 300, 16, 593162
1, 300, 14, 294450
4, 167, 1, 658485
2, 50, 17, 84122
3, 104, 8, 307667
4, 211, 0, 836728
2, 249, 10, 495249
3, 252, 21, 745806
1, 211, 14, 199171
2, 200, 7, 402458
4, 259, 2, 1036354
3, 296, 13, 874559
5, 152, 1, 756632
3, 195, 18, 580081
1, 164, 19, 163398
5, 255, 13, 1276707
1, 226, 5, 225512
4, 151, 25, 584587
2, 251, 20, 488815
1, 109, 15, 94758
1, 259, 20, 248976
5, 214, 14, 1055682
3, 255, 8, 766917
5, 164, 23, 799952
4, 221, 23, 872287
4, 191, 12, 759991
4, 261, 25, 1028590
1, 58, 30, 48222
5, 237, 17, 1178563
3, 159, 3, 481123
3, 77, 21, 219199
2, 167, 10, 326868
2, 110, 27, 214574
1, 71, 3, 73601
2, 281, 26, 542524
4, 171, 2, 673101
3, 218, 5, 647004
1, 246, 25, 236412
5, 260, 26, 1277957
5, 173, 9, 853617
3, 207, 7, 623811
3, 90, 28, 257243
2, 96, 9, 194838
1, 87, 21, 74602
3, 213, 22, 626035
2, 138, 10, 270243
2, 199, 3, 389304
1, 115, 21, 95789
2, 189, 21, 368126
1, 229, 0, 235083
3, 279, 10, 837183
2, 239, 4, 467986
2, 79, 20, 157110
4, 124, 5, 493011
3, 252, 30, 740462
5, 176, 4, 887910
1, 134, 19, 122114
5, 64, 27, 299815
5, 51, 7, 241689
5, 220, 23, 1089450
5, 148, 19, 735065
1, 214, 19, 210799
5, 138, 24, 677741
4, 75, 24, 297361
1, 255, 9, 256983
5, 300, 8, 1500880
2, 207, 26, 405446
3, 294, 14, 870898
5, 166, 23, 818715
1, 201, 20, 190301
1, 272, 1, 273013
5, 127, 18, 631089
5, 56, 4, 277894
5, 282, 14, 1404435
4, 99, 1, 393937
1, 191, 14, 180001
5, 293, 27, 1456650
2, 204, 29, 383846
4, 139, 15, 555751
3, 188, 27, 553978
2, 198, 16, 387989
3, 101, 18, 296526
4, 257, 29, 1023140
4, 261, 10, 1046069
4, 146, 10, 572663
1, 198, 25, 177179
4, 91, 13, 357013
3, 204, 20, 593409
1, 292, 6, 293450
1, 203, 14, 191799
5, 267, 10, 1330051
3, 203, 16, 593143
2, 263, 20, 521681
3, 232, 19, 691663
1, 156, 14, 148746
2, 188, 0, 371603
3, 118, 30, 343956
4, 269, 12, 1066350
5, 247, 22, 1232299
3, 131, 8, 385511
4, 164, 12, 652460
3, 213, 21, 626517
2, 131, 23, 255430
3, 95, 25, 280140
3, 259, 15, 776933
2, 274, 11, 551704
1, 187, 7, 189137
3, 256, 21, 762306
1, 250, 21, 230181
5, 111, 19, 553270
1, 132, 16, 125531
2, 113, 4, 217218
2, 297, 15, 595050
5, 80, 25, 392220
2, 265, 11, 522371
5, 253, 25, 1243912
2, 228, 17, 441179
2, 170, 22, 332353
5, 57, 7, 273035
5, 190, 29, 937197
2, 256, 2, 520326
3, 129, 28, 372383
5, 289, 19, 1436749
2, 201, 3, 398577
3, 232, 27, 685885
3, 233, 8, 689898
5, 50, 22, 235762
3, 113, 20, 322976
5, 96, 29, 462163
2, 151, 25, 286469
1, 224, 3, 223108
4, 92, 16, 359374
5, 53, 14, 248280
3, 119, 4, 350417
1, 276, 0, 266714
5, 254, 28, 1262861
2, 240, 30, 458850
3, 80, 23, 231494
5, 285, 5, 1425861
5, 185, 2, 916380
1, 159, 1, 151875
5, 296, 10, 1466812
2, 166, 6, 320194
5, 149, 17, 735556
4, 269, 7, 1081013
3, 225, 30, 652538
2, 262, 6, 526271
4, 296, 3, 1177901
1, 262, 24, 253837
1, 202, 19, 195860
4, 184, 23, 719450
2, 267, 15, 520853
5, 121, 22, 585145
1, 245, 20, 244997
3, 182, 28, 531274
4, 75, 23, 283905
4, 266, 21, 1061334
4, 63, 18, 241174
4, 126, 30, 487292
1, 108, 20, 88039
4, 236, 2, 944057
5, 165, 26, 817862
1, 64, 23, 52676
1, 209, 19, 194309
4, 292, 0, 1175761
4, 122, 10, 484598
2, 239, 20, 468699
4, 277, 25, 1088651
3, 76, 22, 220389
1, 249, 22, 238530
5, 119, 3, 596507
2, 201, 30, 379102
2, 188, 24, 371751
2, 160, 29, 310525
4, 139, 29, 550776
3, 97, 2, 285465
2, 178, 4, 360632
2, 265, 5, 525069
1, 188, 28, 180838
1, 182, 26, 159584
4, 148, 13, 594183
2, 114, 21, 211704
3, 174, 30, 503589
5, 84, 3, 423339
1, 185, 3, 179206
1, 69, 26, 53043
1, 68, 25, 53813
3, 296, 30, 867383
1, 56, 26, 45096
2, 183, 18, 352833
1, 136, 13, 133665
5, 201, 7, 995718
2, 158, 26, 297774
2, 219, 26, 433435
1, 223, 20, 203416
5, 121, 15, 597716
1, 138, 19, 133396
3, 129, 25, 376693
5, 198, 4, 981293
3, 95, 5, 274175
5, 158, 13, 789540
2, 50, 18, 99260
4, 142, 16, 550869
1, 234, 24, 212536
5, 172, 23, 841117
4, 118, 23, 459192
3, 160, 21, 466136
5, 283, 5, 1406119
3, 123, 25, 347924
1, 74, 4, 80534
3, 281, 4, 833744
5, 126, 3, 633186
4, 112, 24, 442061
3, 237, 7, 710594
2, 106, 8, 198694
2, 235, 16, 462289
3, 131, 3, 397132
5, 200, 24, 997173
3, 106, 17, 315136
4, 156, 3, 617681
5, 266, 6, 1326416
5, 83, 16, 414665
2, 208, 21, 406580
1, 63, 12, 58847
2, 255, 20, 504234
1, 198, 5, 187082
5, 98, 0, 493866
2, 270, 19, 536912
4, 291, 8, 1166581
1, 135, 14, 132271
1, 188, 15, 170788
4, 94, 8, 376118
4, 125, 15, 501136
2, 197, 4, 387583
2, 163, 23, 320524
2, 141, 1, 288069
4, 263, 3, 1054972
3, 68, 3, 204742
2, 206, 27, 392459
3, 194, 13, 570668
4, 136, 21, 539256
5, 300, 28, 1487824
5, 154, 27, 747222
3, 172, 11, 501009
2, 158, 12, 305783
4, 212, 30, 824980
5, 151, 27, 735041
4, 151, 13, 600007
4, 128, 11, 503283
1, 71, 20, 64197
1, 262, 21, 257744
4, 163, 18, 638420
4, 76, 2, 305408
4, 78, 3, 303395
3, 281, 25, 832163
4, 94, 7, 376450
3, 99, 22, 286665
2, 129, 14, 260062
3, 53, 1, 160254
1, 175, 4, 164019
4, 251, 1, 1001533
2, 192, 6, 387751
3, 57, 7, 176564
4, 187, 22, 735511
1, 143, 18, 132061
3, 242, 1, 735363
5, 239, 9, 1181751
2, 269, 20, 528209
3, 151, 25, 437763
5, 295, 29, 1469991
2, 220, 14, 430305
5, 256, 29, 1264480
3, 68, 1, 204865
4, 282, 27, 1115078
5, 187, 24, 924306
2, 214, 2, 420198
3, 58, 20, 165753
2, 164, 18, 328773
1, 199, 27, 193020
4, 289, 8, 1144470
1, 250, 8, 239505
5, 113, 7, 555588
3, 153, 15, 447040
5, 246, 6, 1221516
4, 198, 14, 776723
2, 225, 8, 442032
5, 142, 3, 709288
5, 150, 10, 748173
2, 244, 13, 484810
3, 117, 15, 350529
4, 55, 3, 210633
5, 157, 1, 787476
4, 107, 10, 415314
1, 242, 6, 244445
2, 171, 24, 328236
3, 214, 9, 631914
4, 280, 12, 1113146
5, 158, 7, 796129
4, 170, 6, 676721
5, 136, 20, 666430
1, 269, 20, 250442
2, 167, 4, 325276
3, 230, 10, 693561
4, 78, 29, 289951
4, 203, 5, 818482
3, 180, 20, 529535
3, 111, 20, 328714
5, 232, 19, 1154264
3, 115, 19, 344575
4, 110, 15, 427417
3, 67, 4, 199877
1, 128, 11, 129302
4, 81, 25, 312077
1, 128, 19, 126439
1, 204, 21, 185157
3, 292, 12, 864782
5, 206, 1, 1034301
3, 230, 19, 685639
2, 265, 22, 510360
2, 156, 2, 319338
2, 288, 14, 568147
4, 144, 5, 573474
3, 245, 7, 736648
3, 198, 6, 593565
5, 273, 16, 1351855
5, 272, 18, 1341569
4, 292, 0, 1166536
3, 52, 22, 142899
4, 122, 18, 480926
3, 161, 30, 463495
2, 85, 10, 158691
1, 56, 23, 40545
4, 297, 1, 1187226
1, 226, 16, 214874
5, 88, 22, 438889
2, 289, 21, 572842
3, 276, 27, 811707
2, 238, 10, 462163
3, 246, 12, 731731
3, 129, 9, 383307
5, 196, 7, 969582
1, 272, 23, 269534
1, 267, 17, 253140
3, 113, 2, 335162
3, 62, 2, 187173
4, 201, 29, 786585
2, 239, 7, 480881
5, 74, 5, 358636
3, 146, 25, 419866
2, 281, 8, 554682
3, 58, 9, 161580
4, 283, 4, 1128414
3, 65, 12, 182657
3, 202, 7, 599600
3, 92, 25, 259259
5, 250, 11, 1254046
2, 155, 7, 314020
3, 243, 26, 725874
2, 54, 12, 99461
1, 199, 4, 194637
5, 184, 26, 908158
4, 110, 8, 444412
5, 67, 20, 321605
3, 131, 22, 383973
4, 268, 9, 1067471
4, 291, 12, 1157701
3, 225, 16, 659979
3, 145, 10, 427498
2, 141, 28, 270235
4, 235, 16, 936559
2, 283, 10, 554575
5, 194, 3, 971589
1, 75, 3, 63759
4, 164, 15, 640753
1, 53, 22, 39101
5, 279, 1, 1394289
5, 173, 9, 859000
1, 168, 0, 165855
4, 89, 19, 347714
2, 226, 16, 451083
3, 187, 10, 548157
1, 175, 8, 176180
4, 58, 12, 216386
5, 68, 17, 335341
2, 67, 5, 140300
1, 96, 27, 78539
1, 220, 19, 206491
4, 163, 2, 643476
4, 167, 7, 668260
4, 218, 0, 865102
3, 277, 4, 826801
2, 283, 4, 560356
4, 166, 3, 654833
4, 225, 24, 895714
5, 250, 14, 1250731
5, 294, 27, 1454393
4, 130, 17, 503152
1, 189, 29, 170242
1, 50, 7, 38161
4, 74, 11, 287560
4, 264, 20, 1054719
4, 196, 12, 779376
4, 136, 18, 531357
1, 180, 9, 171835
5, 187, 26, 927133
4, 268, 26, 1052337
4, 181, 21, 706020
2, 62, 13, 121750
4, 120, 4, 476286
5, 61, 25, 285279
1, 183, 25, 179666
4, 240, 1, 967407
5, 233, 21, 1157068
1, 118, 2, 125038
4, 241, 28, 945097
1, 63, 25, 54607
2, 100, 23, 183667
5, 162, 3, 808156
5, 288, 24, 1435598
1, 185, 30, 161064
2, 151, 30, 292706
1, 201, 6, 191469
3, 249, 24, 734742
2, 144, 11, 281321
3, 269, 17, 788745
4, 144, 29, 555430
4, 205, 2, 820250
3, 112, 11, 327630
4, 232, 8, 925064
1, 145, 8, 134928
2, 88, 20, 157559
1, 296, 11, 291226
5, 254, 13, 1271485
4, 224, 3, 894200
1, 103, 19, 94961
5, 244, 6, 1215907
4, 211, 4, 843821
4, 245, 27, 960913
2, 111, 20, 221420
2, 180, 28, 354149
5, 196, 19, 966133
1, 201, 2, 199624
2, 265, 26, 510798
2, 73, 6, 151239
4, 80, 13, 318274
5, 220, 20, 1098878
3, 164, 29, 476246
5, 243, 8, 1217213
4, 94, 29, 362565
3, 177, 15, 517014
3, 66, 17, 193624
3, 232, 21, 691165
1, 136, 28, 129792
1, 275, 18, 259988
2, 233, 3, 465926
3, 85, 26, 235851
1, 221, 7, 208968
5, 243, 9, 1203743
5, 218, 6, 1087976
4, 120, 24, 466090
1, 170, 15, 165938
3, 198, 19, 576586
4, 240, 4, 967285
3, 219, 7, 651309
5, 150, 15, 738808
4, 101, 4, 407478
3, 210, 25, 621201
2, 79, 6, 150105
5, 137, 28, 667760
1, 258, 6, 258521
1, 149, 26, 144647
5, 61, 18, 292086
4, 90, 11, 354853
1, 138, 3, 138608
4, 116, 14, 465623
1, 300, 22, 285057
2, 210, 5, 413587
5, 206, 3, 1025219
2, 173, 10, 350791
5, 139, 4, 685029
5, 265, 23, 1311635
1, 217, 7, 213523
4, 201, 17, 797525
3, 231, 6, 692893
5, 94, 6, 460053
4, 192, 18, 755883
5, 208, 18, 1034623
5, 247, 11, 1231008
5, 274, 18, 1358135
2, 247, 18, 489749
4, 249, 6, 993109
1, 275, 20, 261567
3, 214, 22, 640954
2, 145, 26, 279269
3, 263, 26, 772146
4, 250, 23, 982472
5, 135, 22, 666565
2, 206, 18, 401243
1, 70, 20, 61455
5, 236, 15, 1170929
1, 185, 27, 178434
2, 125, 9, 250631
2, 102, 18, 185519
1, 136, 1, 126479
3, 149, 22, 426638
2, 151, 25, 283696
5, 279, 0, 1401927
4, 119, 7, 478456
5, 231, 19, 1141394
3, 71, 1, 212549
4, 130, 10, 508112
2, 218, 7, 435746
3, 134, 20, 392458
4, 95, 25, 359510
4, 87, 26, 327280
1, 122, 7, 125312
3, 190, 0, 560005
3, 181, 13, 532907
4, 72, 27, 282725
3, 84, 5, 258996
4, 110, 2, 432233
5, 61, 21, 291933
4, 256, 15, 1007797
5, 159, 2, 785386
1, 183, 11, 178863
3, 257, 17, 765523
1, 231, 10, 232177
1, 64, 26, 59613
2, 271, 14, 534973
4, 132, 9, 521079
1, 210, 6, 203023
3, 169, 16, 498865
5, 264, 13, 1322739
1, 263, 2, 261189
1, 60, 3, 63437
5, 64, 2, 310015
1, 207, 24, 191747
5, 101, 4, 502896
3, 144, 26, 412164
2, 154, 9, 295593
5, 294, 26, 1458828
4, 258, 14, 1021727
1, 144, 4, 147924
1, 193, 28, 180735
3, 199, 26, 574852
1, 293, 23, 272398
4, 128, 5, 511952
5, 248, 3, 1237622
5, 87, 30, 419161
1, 99, 21, 90656
4, 148, 20, 573278
2, 78, 2, 162781
3, 137, 21, 400633
5, 99, 15, 489755
5, 58, 2, 292580
3, 222, 2, 664598
2, 93, 27, 164885
4, 100, 27, 382813
4, 184, 24, 730537
1, 153, 8, 139024
1, 98, 7, 95917
2, 244, 2, 481527
2, 110, 15, 211286
3, 249, 5, 743958
1, 232, 29, 214242
3, 211, 0, 625402
5, 215, 5, 1081878
3, 72, 9, 218649
3, 132, 24, 393820
3, 96, 10, 281616
1, 109, 6, 113029
3, 205, 7, 617796
2, 97, 16, 184316
5, 271, 17, 1337687
3, 223, 4, 672758
1, 246, 19, 238210
3, 118, 9, 357771
5, 54, 1, 274568
3, 248, 0, 736730
3, 74, 2, 213710
2, 90, 20, 170601
5, 143, 0, 714677
1, 262, 2, 258178
2, 56, 28, 93455
2, 186, 7, 377401
2, 190, 26, 364296
4, 282, 2, 1127235
5, 234, 22, 1167446
4, 227, 22, 894230
1, 108, 27, 85301
5, 111, 22, 534752
2, 190, 6, 385732
1, 203, 9, 202355
1, 275, 20, 257620
3, 181, 16, 536507
5, 265, 4, 1326099
2, 77, 14, 142389
1, 227, 22, 225233
2, 241, 25, 461881
2, 120, 11, 228895
5, 146, 29, 710560
3, 85, 8, 257746
2, 75, 12, 152121
1, 120, 24, 98930
1, 291, 30, 267868
4, 167, 17, 655638
3, 67, 17, 189481
1, 238, 26, 217147
2, 237, 21, 462888
4, 195, 2, 776461
2, 295, 3, 582300
5, 280, 8, 1393479
5, 164, 25, 802395
3, 241, 11, 713609
2, 269, 4, 526343
3, 193, 5, 576958
2, 110, 13, 204003
3, 58, 8, 175727
5, 206, 2, 1025949
5, 84, 12, 417278
5, 221, 30, 1095862
5, 197, 20, 977233
2, 245, 9, 487399
2, 134, 28, 262511
5, 244, 8, 1221599
4, 130, 12, 508180
3, 196, 0, 589543
1, 101, 23, 88239
2, 60, 8, 107053
3, 125, 5, 377760
3, 294, 23, 880460
2, 228, 6, 448471
1, 119, 8, 106953
4, 95, 10, 375898
3, 152, 28, 447255
4, 203, 28, 797506
3, 170, 23, 501798
2, 214, 13, 428133
5, 59, 25, 276834
5, 161, 5, 807143
4, 130, 9, 522462
4, 298, 30, 1178291
2, 285, 24, 556004
3, 268, 13, 794101
2, 180, 10, 345488
1, 181, 21, 173866
4, 289, 0, 1155825
1, 260, 18, 244041
1, 141, 30, 124856
5, 289, 29, 1422949
5, 111, 12, 556431
5, 84, 17, 407861
3, 109, 29, 319357
5, 138, 29, 677945
2, 273, 13, 536644
3, 250, 10, 752401
3, 161, 4, 488110
5, 214, 4, 1058228
3, 205, 7, 609297
2, 286, 3, 573814
3, 119, 13, 348145
4, 76, 25, 299801
1, 229, 26, 224263
5, 191, 19, 953139
5, 293, 28, 1446783
2, 263, 5, 522279
5, 111, 26, 537504
1, 125, 30, 106029
4, 253, 12, 1000378
2, 168, 23, 329869
2, 51, 0, 93764
5, 251, 17, 1243185
3, 145, 2, 425403
5, 238, 25, 1180358
3, 268, 10, 808333
1, 284, 13, 283934
4, 122, 21, 481468
4, 196, 22, 781277
3, 95, 7, 275767
3, 226, 1, 674223
3, 141, 5, 414062
3, 125, 4, 375895
1, 157, 8, 147031
5, 233, 22, 1153618
1, 246, 13, 234327
1, 80, 20, 61120
2, 161, 23, 317754
3, 184, 4, 549624
3, 164, 16, 488716
2, 100, 0, 199180
2, 297, 25, 585192
3, 111, 22, 319743
3, 299, 5, 902837
3, 185, 29, 549135
2, 299, 27, 593142
1, 51, 8, 38858
4, 93, 4, 379953
5, 278, 22, 1372834
5, 156, 21, 768964
3, 66, 29, 191537
3, 123, 2, 374061
2, 63, 16, 118888
4, 260, 22, 1029536
3, 120, 23, 343637
4, 117, 24, 455843
1, 66, 11, 68864
3, 100, 23, 285556
2, 172, 19, 338175
4, 235, 2, 945685
1, 78, 3, 72715
1, 290, 7, 295437
3, 255, 21, 754706
3, 126, 11, 368721
1, 203, 9, 190849
1, 88, 6, 85004
5, 275, 23, 1370583
4, 146, 6, 580216
4, 271, 27, 1076381
4, 245, 17, 964487
3, 163, 26, 480402
1, 179, 15, 165437
4, 246, 0, 974835
5, 185, 14, 920258
1, 256, 11, 258520
4, 295, 4, 1171962
2, 79, 19, 152285
2, 101, 7, 191792
4, 88, 23, 333254
1, 106, 4, 96098
1, 128, 16, 121020
5, 85, 19, 424272
2, 127, 19, 239029
2, 236, 2, 470051
5, 239, 11, 1183547
1, 106, 28, 95284
3, 159, 11, 474039
2, 154, 15, 310459
1, 178, 27, 156532
3, 217, 7, 655209
5, 279, 23, 1387215
1, 244, 5, 241030
4, 183, 22, 718775
3, 166, 24, 491751
3, 123, 25, 347177
5, 226, 8, 1116289
5, 274, 9, 1374644
1, 154, 0, 154632
5, 95, 7, 477862
4, 258, 5, 1032802
3, 86, 2, 263451
4, 156, 28, 607553
3, 89, 6, 258559
2, 98, 1, 186635
3, 184, 12, 542763
1, 199, 18, 180899
2, 90, 9, 175313
1, 255, 11, 247252
2, 139, 13, 276297
1, 65, 9, 58990
3, 263, 17, 783421
1, 65, 6, 62079
4, 250, 24, 994670
5, 210, 29, 1028372
5, 204, 10, 1020901
2, 260, 23, 501693
3, 248, 15, 736749
5, 140, 11, 697163
1, 284, 11, 284024
3, 173, 20, 506669
1, 58, 29, 51195
1, 162, 23, 154412
5, 131, 1, 654746
5, 254, 8, 1275653
3, 295, 20, 882000
5, 225, 14, 1113691
2, 174, 27, 329699
2, 291, 15, 569593
4, 95, 27, 363385
1, 103, 29, 92745
2, 186, 16, 356128
5, 266, 24, 1325287
1, 230, 30, 217493
2, 135, 1, 263930
1, 95, 14, 89599
4, 53, 27, 196483
3, 227, 5, 672778
3, 142, 11, 423058
5, 226, 11, 1128344
5, 103, 1, 518208
4, 277, 0, 1116786
5, 99, 6, 486849
2, 123, 7, 245823
5, 212, 1, 1066010
1, 166, 14, 151762
2, 212, 6, 427491
1, 245, 17, 234511
3, 148, 10, 440946
3, 54, 10, 154155
3, 272, 20, 808088
5, 265, 14, 1310262
4, 105, 22, 408076
5, 267, 17, 1323121
5, 225, 27, 1111426
1, 130, 2, 121058
2, 139, 2, 276017
4, 188, 9, 747611
4, 162, 29, 631143
2, 159, 7, 319481
5, 190, 15, 932963
3, 240, 14, 703128
4, 76, 3, 304778
5, 265, 27, 1316560
4, 186, 26, 739132
3, 56, 29, 150570
5, 237, 6, 1174018
2, 179, 10, 362072
2, 191, 12, 372514
4, 120, 21, 471778
1, 262, 27, 249597
5, 204, 12, 1013010
2, 135, 0, 269457
3, 150, 10, 453545
4, 120, 15, 474625
4, 189, 6, 747059
4, 93, 22, 351089
4, 101, 10, 391470
2, 192, 20, 378627
1, 167, 12, 153695
2, 169, 16, 329406
1, 97, 21, 90832
3, 294, 21, 869602
4, 240, 6, 959208
2, 209, 13, 408149
5, 189, 6, 947236
3, 285, 29, 832625
2, 242, 22, 470100
4, 229, 17, 911332
4, 198, 7, 789811
5, 164, 27, 810829
1, 74, 15, 72169
1, 132, 26, 114192
